rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt,year,genres,actors,directors,distributor,importer
6,6,20,OLD,20122843,차이니즈 조디악,2013-02-27,1505333500,4.2,1487320500,8256.9,1525243500,214428,211895,8365.4,217232,300,5989,20130303,2013,"액션,어드벤처","성룡,권상우",성룡,롯데쇼핑㈜롯데엔터테인먼트,(유)조이앤컨텐츠그룹
7,7,0,OLD,20133924,빌리와 용감한 녀석들 2 ,2013-02-21,1096483500,3.1,361583500,49.2,1833095500,170201,60057,54.5,280559,263,3540,20130303,2013,"애니메이션,어드벤처","캐리 엘위스,크리스토퍼 로이드,제인 린치,바네사 윌리암스,정태호",닉힐 아드바니,(주)에스비에스콘텐츠허브,㈜코리아스크린
8,8,1,OLD,20123821,더 자이언트,2013-02-21,508416000,1.4,102996500,25.4,939642500,82166,18570,29.2,149054,210,2215,20130303,2013,애니메이션,"김준현,정범균,김지민",프라파스 콜사라논,(주)마인스 엔터테인먼트,(주)애니플러스 | (주)토러스엔터테인먼트
9,9,-4,OLD,20128747,분노의 윤리학,2013-02-21,504420000,1.4,-562962000,-52.7,1590133000,70550,-71771,-50.4,215983,268,4797,20130303,2013,"스릴러,드라마","이제훈,조진웅,곽도원,문소리,김태훈",박명랑,롯데쇼핑㈜롯데엔터테인먼트,
10,10,-6,OLD,20126087,남자사용설명서,2013-02-14,324732500,0.9,-971242500,-74.9,3568968757,47751,-140062,-74.6,502463,229,1912,20130303,2013,"코미디,멜로/로맨스","이시영,오정세,이원종,박영규,김정태",이원석,(주)쇼박스,
1,1,0,OLD,20124401,신세계,2013-02-21,6240885000,33.0,-4869828650,-43.8,25270534405,839629,-651696,-43.7,3369685,575,16411,20130310,2013,"범죄,액션","이정재,최민식,황정민,박성웅,송지효",박훈정,(주)넥스트엔터테인먼트월드(NEW),
2,2,0,OLD,20127593,7번방의 선물,2013-01-23,3358743000,17.7,-5867237000,-63.6,87091123670,473447,-844438,-64.1,12178361,495,13584,20130310,2013,"코미디,드라마","류승룡,박신혜,갈소원,오달수,박원상",이환경,(주)넥스트엔터테인먼트월드(NEW),
3,3,21,OLD,20134407,사이코메트리,2013-03-07,2214849595,11.7,2176271595,5641.2,2253427595,289783,284420,5303.4,295146,429,8061,20130310,2013,미스터리,"김강우,김범,박혁권,이준혁,박성웅",권호영,(주)씨제이이엔엠,
4,4,0,NEW,20122625,오즈 그레이트 앤드 파워풀,2013-03-07,1896435000,10.0,1896435000,100.0,1896435000,228686,228686,100.0,228686,425,7043,20130310,2013,"판타지,어드벤처,액션","제임스 프랭코,미쉘 윌리엄스,레이첼 와이즈,밀라 쿠니스",샘 레이미,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
5,5,-2,OLD,20123641,잭 더 자이언트 킬러,2013-02-28,1691832000,8.9,-3504452500,-67.4,6888116500,226135,-433713,-65.7,885983,418,11527,20130310,2013,"판타지,드라마,어드벤처","니콜라스 홀트,이완 맥그리거,엘리너 톰린슨,빌 나이,존 카저",브라이언 싱어,워너브러더스 코리아(주),워너브러더스 코리아(주)
6,6,-1,OLD,20120467,스토커,2013-02-28,746413500,3.9,-1060732174,-58.7,2575965174,103111,-134763,-56.7,343745,304,6225,20130310,2013,"드라마,스릴러","미아 와시코브스카,매튜 구드,니콜 키드먼,더못 멀로니,재키 위버",박찬욱,이십세기폭스코리아(주) | 월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)
7,7,-3,OLD,20124083,베를린,2013-01-30,748173500,4.0,-2011213500,-72.9,51895389137,102631,-287258,-73.7,7100315,346,6801,20130310,2013,액션,"하정우,한석규,류승범,전지현,이경영",류승완,(주)씨제이이엔엠,
8,8,-2,OLD,20122843,차이니즈 조디악,2013-02-27,553870000,2.9,-951463500,-63.2,2079113500,78773,-135655,-63.3,296005,287,5351,20130310,2013,"액션,어드벤처","성룡,권상우",성룡,롯데쇼핑㈜롯데엔터테인먼트,(유)조이앤컨텐츠그룹
9,9,28,OLD,20129262,제로 다크 서티,2013-03-07,509533500,2.7,498784500,4640.3,525763500,70165,68721,4759.1,72222,258,3287,20130310,2013,"전쟁,액션,스릴러","제시카 차스테인,제이슨 클락,크리스 프랫,조엘 에저튼,에드가 라미레즈",캐서린 비글로우,(주)에스비에스콘텐츠허브,유니코리아문예투자(주)
10,10,-3,OLD,20133924,빌리와 용감한 녀석들 2 ,2013-02-21,147725500,0.8,-948758000,-86.5,1980821000,21991,-148210,-87.1,302550,168,1243,20130310,2013,"애니메이션,어드벤처","캐리 엘위스,크리스토퍼 로이드,제인 린치,바네사 윌리암스,정태호",닉힐 아드바니,(주)에스비에스콘텐츠허브,㈜코리아스크린
1,1,0,OLD,20124401,신세계,2013-02-21,4337751000,24.0,-1903134000,-30.5,29608285405,591907,-247722,-29.5,3961592,524,14203,20130317,2013,"범죄,액션","이정재,최민식,황정민,박성웅,송지효",박훈정,(주)넥스트엔터테인먼트월드(NEW),
2,2,50,OLD,20135241,웜 바디스,2013-03-14,3693008124,20.4,3690416124,142377.2,3695600124,504656,504332,155658.0,504980,477,9802,20130317,2013,"멜로/로맨스,액션","니콜라스 홀트,테레사 팔머,존 말코비치",조나단 레빈,(주)씨제이이엔엠,데이지엔터테인먼트
3,3,8,OLD,20129368,파파로티,2013-03-14,3101064000,17.1,2975730000,2374.2,3244046000,431391,411840,2106.5,453480,552,10147,20130317,2013,드라마,"한석규,이제훈,오달수,조진웅,강소라",윤종찬,(주)쇼박스,
4,4,-2,OLD,20127593,7번방의 선물,2013-01-23,2151586500,11.9,-1207156500,-35.9,89242710170,308402,-165045,-34.9,12486763,393,9530,20130317,2013,"코미디,드라마","류승룡,박신혜,갈소원,오달수,박원상",이환경,(주)넥스트엔터테인먼트월드(NEW),
5,5,-2,OLD,20134407,사이코메트리,2013-03-07,1396348534,7.7,-818501061,-37.0,3649776129,192026,-97757,-33.7,487172,417,10529,20130317,2013,미스터리,"김강우,김범,박혁권,이준혁,박성웅",권호영,(주)씨제이이엔엠,
6,6,-2,OLD,20122625,오즈 그레이트 앤드 파워풀,2013-03-07,808537000,4.5,-1087898000,-57.4,2704972000,98253,-130433,-57.0,326939,378,6589,20130317,2013,"판타지,어드벤처,액션","제임스 프랭코,미쉘 윌리엄스,레이첼 와이즈,밀라 쿠니스",샘 레이미,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
7,7,28,OLD,20134581,링컨,2013-03-14,494204500,2.7,487881500,7716.0,513713500,69758,68875,7800.1,72246,214,2347,20130317,2013,"드라마,전쟁","다니엘 데이 루이스,조셉 고든 레빗,토미 리 존스,샐리 필드",스티븐 스필버그,이십세기폭스코리아(주),이십세기폭스코리아(주)
8,8,-3,OLD,20123641,잭 더 자이언트 킬러,2013-02-28,413534000,2.3,-1278298000,-75.6,7301650500,59136,-166999,-73.8,945119,335,5119,20130317,2013,"판타지,드라마,어드벤처","니콜라스 홀트,이완 맥그리거,엘리너 톰린슨,빌 나이,존 카저",브라이언 싱어,워너브러더스 코리아(주),워너브러더스 코리아(주)
9,9,-2,OLD,20124083,베를린,2013-01-30,322623500,1.8,-425550000,-56.9,52218012637,46445,-56186,-54.7,7146760,280,3606,20130317,2013,액션,"하정우,한석규,류승범,전지현,이경영",류승완,(주)씨제이이엔엠,
10,10,19,OLD,20134102,글래디에이터: 로마 영웅 탄생의 비밀 3D,2013-03-14,231998500,1.3,222030500,2227.4,243004500,34084,32660,2293.5,35681,275,1462,20130317,2013,"애니메이션,액션,어드벤처","황광희,김예원",이기니오 스트라피,(주)에스비에스콘텐츠허브,(유)조이앤컨텐츠그룹
1,1,14,OLD,20128690,연애의 온도,2013-03-21,4829750207,25.7,4786190207,10987.6,4874020207,638320,630053,7621.3,646729,567,11037,20130324,2013,"멜로/로맨스,코미디","이민기,김민희,최무성,라미란,박병은",노덕,롯데쇼핑㈜롯데엔터테인먼트,
2,2,1,OLD,20129368,파파로티,2013-03-14,3652301000,19.4,551237000,17.8,6896347000,529463,98072,22.7,982943,543,14382,20130324,2013,드라마,"한석규,이제훈,오달수,조진웅,강소라",윤종찬,(주)쇼박스,
3,3,-1,OLD,20135241,웜 바디스,2013-03-14,2980114500,15.9,-712893624,-19.3,6675714624,422607,-82049,-16.3,927587,454,14378,20130324,2013,"멜로/로맨스,액션","니콜라스 홀트,테레사 팔머,존 말코비치",조나단 레빈,(주)씨제이이엔엠,데이지엔터테인먼트
4,4,-3,OLD,20124401,신세계,2013-02-21,2609030000,13.9,-1728721000,-39.9,32217315405,355775,-236132,-39.9,4317367,423,11345,20130324,2013,"범죄,액션","이정재,최민식,황정민,박성웅,송지효",박훈정,(주)넥스트엔터테인먼트월드(NEW),
5,5,-1,OLD,20127593,7번방의 선물,2013-01-23,1162128000,6.2,-989458500,-46.0,90404838170,168937,-139465,-45.2,12655700,323,6364,20130324,2013,"코미디,드라마","류승룡,박신혜,갈소원,오달수,박원상",이환경,(주)넥스트엔터테인먼트월드(NEW),
6,6,0,NEW,20126306,장고:분노의 추적자,2013-03-21,1051454500,5.6,1051454500,100.0,1065164500,142577,142577,100.0,144413,342,4886,20130324,2013,"서부극(웨스턴),드라마","레오나르도 디카프리오,제이미 폭스,크리스토프 왈츠,케리 워싱턴,사무엘 L. 잭슨",쿠엔틴 타란티노,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
7,7,48,OLD,20122231,안나 카레니나,2013-03-21,426889000,2.3,424633000,18822.4,433658500,60973,60691,21521.6,61807,248,3377,20130324,2013,드라마,"키이라 나이틀리,주드 로,애론 테일러 존슨",조 라이트,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
8,8,25,OLD,20134983,원피스 극장판 Z,2013-03-21,338848500,1.8,330872500,4148.4,346824500,50567,49570,4971.9,51564,267,1569,20130324,2013,애니메이션,"타나카 마유미,나카이 카즈야",나가미네 타츠야,(주)씨제이이엔엠,(주)씨제이이엔엠
9,9,-2,OLD,20134581,링컨,2013-03-14,322539500,1.7,-171665000,-34.7,836253000,47444,-22314,-32.0,119690,207,2613,20130324,2013,"드라마,전쟁","다니엘 데이 루이스,조셉 고든 레빗,토미 리 존스,샐리 필드",스티븐 스필버그,이십세기폭스코리아(주),이십세기폭스코리아(주)
10,10,-5,OLD,20134407,사이코메트리,2013-03-07,277831500,1.5,-1118517034,-80.1,3927607629,39322,-152704,-79.5,526494,287,4140,20130324,2013,미스터리,"김강우,김범,박혁권,이준혁,박성웅",권호영,(주)씨제이이엔엠,
1,1,61,OLD,20113972,지.아이.조 2,2013-03-28,6673738500,34.2,6672234500,443632.6,6702893500,829854,829666,441311.7,832169,766,16757,20130331,2013,"액션,어드벤처,SF","이병헌,브루스 윌리스,드웨인 존슨,채닝 테이텀,애드리앤 팰리키",존 추,(주)씨제이이엔엠,(주)씨제이이엔엠
2,2,-1,OLD,20128690,연애의 온도,2013-03-21,4695375636,24.1,-134374571,-2.8,9569395843,642896,4576,0.7,1289625,508,17728,20130331,2013,"멜로/로맨스,코미디","이민기,김민희,최무성,라미란,박병은",노덕,롯데쇼핑㈜롯데엔터테인먼트,
3,3,-1,OLD,20129368,파파로티,2013-03-14,2527255000,13.0,-1125046000,-30.8,9423602000,373840,-155623,-29.4,1356783,421,11512,20130331,2013,드라마,"한석규,이제훈,오달수,조진웅,강소라",윤종찬,(주)쇼박스,
4,4,0,OLD,20124401,신세계,2013-02-21,1445557000,7.4,-1163473000,-44.6,33662872405,198980,-156795,-44.1,4516347,343,8255,20130331,2013,"범죄,액션","이정재,최민식,황정민,박성웅,송지효",박훈정,(주)넥스트엔터테인먼트월드(NEW),
5,5,-2,OLD,20135241,웜 바디스,2013-03-14,1262136000,6.5,-1717978500,-57.6,7937850624,182041,-240566,-56.9,1109628,337,9152,20130331,2013,"멜로/로맨스,액션","니콜라스 홀트,테레사 팔머,존 말코비치",조나단 레빈,(주)씨제이이엔엠,데이지엔터테인먼트
6,6,0,OLD,20126306,장고:분노의 추적자,2013-03-21,597074500,3.1,-454380000,-43.2,1662239000,84808,-57769,-40.5,229221,320,5077,20130331,2013,"서부극(웨스턴),드라마","레오나르도 디카프리오,제이미 폭스,크리스토프 왈츠,케리 워싱턴,사무엘 L. 잭슨",쿠엔틴 타란티노,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
7,7,-2,OLD,20127593,7번방의 선물,2013-01-23,563502500,2.9,-598625500,-51.5,90968340670,82702,-86235,-51.0,12738402,228,4022,20130331,2013,"코미디,드라마","류승룡,박신혜,갈소원,오달수,박원상",이환경,(주)넥스트엔터테인먼트월드(NEW),
8,8,-1,OLD,20122231,안나 카레니나,2013-03-21,307676500,1.6,-119212500,-27.9,741335000,46682,-14291,-23.4,108489,240,2931,20130331,2013,드라마,"키이라 나이틀리,주드 로,애론 테일러 존슨",조 라이트,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
9,9,51,OLD,20134701,웃는 남자,2013-03-28,261978000,1.3,260578000,18612.7,264494000,36998,36798,18399.0,37384,170,2001,20130331,2013,"미스터리,판타지","제라르 드빠르디유,마크 앙드레 그롱당,크리스타 테렛,엠마누엘 자이그너",장 피에르 아메리스,씨너스엔터테인먼트(주),(주)컴퍼니엘
10,10,-2,OLD,20134983,원피스 극장판 Z,2013-03-21,191489500,1.0,-147359000,-43.5,538314000,28385,-22182,-43.9,79949,182,1653,20130331,2013,애니메이션,"타나카 마유미,나카이 카즈야",나가미네 타츠야,(주)씨제이이엔엠,(주)씨제이이엔엠
1,1,0,OLD,20113972,지.아이.조 2,2013-03-28,5716209000,32.1,-957529500,-14.3,12419102500,741172,-88682,-10.7,1573341,710,23751,20130407,2013,"액션,어드벤처,SF","이병헌,브루스 윌리스,드웨인 존슨,채닝 테이텀,애드리앤 팰리키",존 추,(주)씨제이이엔엠,(주)씨제이이엔엠
2,2,14,OLD,20126671,런닝맨,2013-04-04,4149664500,23.3,4100625500,8362.0,4198703500,568642,561851,8273.5,575433,567,10449,20130407,2013,"액션,코미디","신하균,이태리,김상호,조은지,오정세",조동오,이십세기폭스코리아(주),
3,3,-1,OLD,20128690,연애의 온도,2013-03-21,2714960103,15.3,-1980415533,-42.2,12284355946,367786,-275110,-42.8,1657411,474,14181,20130407,2013,"멜로/로맨스,코미디","이민기,김민희,최무성,라미란,박병은",노덕,롯데쇼핑㈜롯데엔터테인먼트,
4,4,-1,OLD,20129368,파파로티,2013-03-14,1659635500,9.3,-867619500,-34.3,11083237500,244302,-129538,-34.7,1601085,356,9482,20130407,2013,드라마,"한석규,이제훈,오달수,조진웅,강소라",윤종찬,(주)쇼박스,
5,5,-1,OLD,20124401,신세계,2013-02-21,866834500,4.9,-578722500,-40.0,34529706905,117304,-81676,-41.0,4633651,310,5398,20130407,2013,"범죄,액션","이정재,최민식,황정민,박성웅,송지효",박훈정,(주)넥스트엔터테인먼트월드(NEW),
6,6,-1,OLD,20135241,웜 바디스,2013-03-14,385176000,2.2,-876960000,-69.5,8323026624,54665,-127376,-70.0,1164293,272,3918,20130407,2013,"멜로/로맨스,액션","니콜라스 홀트,테레사 팔머,존 말코비치",조나단 레빈,(주)씨제이이엔엠,데이지엔터테인먼트
7,7,0,OLD,20127593,7번방의 선물,2013-01-23,322862000,1.8,-240640500,-42.7,91291202670,47679,-35023,-42.3,12786081,164,2596,20130407,2013,"코미디,드라마","류승룡,박신혜,갈소원,오달수,박원상",이환경,(주)넥스트엔터테인먼트월드(NEW),
8,8,44,OLD,20134869,호스트,2013-04-04,242047500,1.4,240463500,15180.8,243631500,34564,34300,12992.4,34828,244,3342,20130407,2013,"SF,판타지","시얼샤 로넌,다이앤 크루거,맥스 아이언스,제이크 아벨",앤드류 니콜,(주)넥스트엔터테인먼트월드(NEW),(주)누리픽쳐스
9,9,2,OLD,20120108,지슬 - 끝나지 않은 세월2,2013-03-21,214123100,1.2,40703500,23.5,627702500,30897,5702,22.6,89487,67,1052,20130407,2013,드라마,"이경준,홍상표,문석범,양정원,박순동",오멸,(주)영화사 진진,
10,10,45,OLD,20135581,호프 스프링즈,2013-04-04,211276000,1.2,209388000,11090.5,230769000,28920,28684,12154.2,31767,179,1753,20130407,2013,"멜로/로맨스,코미디","메릴 스트립,토미 리 존스,스티브 카렐",데이빗 프랭클,(주)시너지하우스 (시너지),데이지엔터테인먼트
1,1,14,OLD,20125333,전설의 주먹,2013-04-10,4895192500,28.1,4808838500,5568.8,5026624500,655170,640868,4481.0,676804,724,14510,20130414,2013,"드라마,액션","황정민,유준상,이요원,윤제문,정웅인",강우석,(주)씨제이이엔엠,
2,2,0,NEW,20134181,오블리비언,2013-04-11,4727423000,27.1,4727423000,100.0,4727423000,628427,628427,100.0,628427,634,12176,20130414,2013,"액션,SF","톰 크루즈,모건 프리먼,올가 쿠릴렌코,안드레아 라이즈보로",조셉 코신스키,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
3,3,-1,OLD,20126671,런닝맨,2013-04-04,3233613500,18.5,-916051000,-22.1,7432317000,463692,-104950,-18.5,1039125,549,14692,20130414,2013,"액션,코미디","신하균,이태리,김상호,조은지,오정세",조동오,이십세기폭스코리아(주),
4,4,-3,OLD,20113972,지.아이.조 2,2013-03-28,1548257000,8.9,-4167952000,-72.9,13967359500,212372,-528800,-71.3,1785713,555,13987,20130414,2013,"액션,어드벤처,SF","이병헌,브루스 윌리스,드웨인 존슨,채닝 테이텀,애드리앤 팰리키",존 추,(주)씨제이이엔엠,(주)씨제이이엔엠
5,5,-2,OLD,20128690,연애의 온도,2013-03-21,1016564000,5.8,-1698396103,-62.6,13300919946,138374,-229412,-62.4,1795785,354,8806,20130414,2013,"멜로/로맨스,코미디","이민기,김민희,최무성,라미란,박병은",노덕,롯데쇼핑㈜롯데엔터테인먼트,
6,6,-2,OLD,20129368,파파로티,2013-03-14,562977500,3.2,-1096658000,-66.1,11646215000,86022,-158280,-64.8,1687107,306,5273,20130414,2013,드라마,"한석규,이제훈,오달수,조진웅,강소라",윤종찬,(주)쇼박스,
7,7,-2,OLD,20124401,신세계,2013-02-21,264485500,1.5,-602349000,-69.5,34794192405,36737,-80567,-68.7,4670388,239,2390,20130414,2013,"범죄,액션","이정재,최민식,황정민,박성웅,송지효",박훈정,(주)넥스트엔터테인먼트월드(NEW),
8,8,37,OLD,20136783,꼬마영웅 경찰차 프로디,2013-04-11,195728000,1.1,192704000,6372.5,198752000,29380,28948,6700.9,29812,229,1156,20130414,2013,"애니메이션,코미디,가족","이선,엄상현",라스무스 A. 실버르센,예지림엔터테인먼트,예지림엔터테인먼트
